GalaxyName,AGC,FreezeRole,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,LogKernelAlphaLn,SignedLogResidual_TPG,CumulativeMeanSignedResidual,HistoryStatePriorMeanSignedResidual,Predicted_S_tau_history_v01,SignedLogResidual_HistoryRule,InterpretationGuardrail
NGC3521,,things_table3_predeclared_expansion_candidate,25,4.640000000,0.261555806,2.238843824,220.000000000,196.126729183,0.132932462,-0.009942852,0.014254087,0.015262293,1.007631146,-0.010837851,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,26,4.810000000,0.271138670,2.103199343,216.000000000,193.543527662,0.140030620,-0.021279150,0.012887424,0.014254087,1.007127043,-0.022154186,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,27,4.980000000,0.280721533,1.971086240,220.000000000,190.648494487,0.147723423,0.005415809,0.012610697,0.012887424,1.006443712,0.004586783,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,28,5.150000000,0.290304397,1.856441173,218.000000000,188.152548880,0.155129471,0.003029565,0.012268514,0.012610697,1.006305349,0.002183139,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,29,5.320000000,0.299887260,1.748180646,213.000000000,185.573032928,0.162850858,-0.013030973,0.011396118,0.012268514,1.006134257,-0.013889673,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,30,5.490000000,0.309470124,1.650893782,215.000000000,183.194163799,0.170488812,0.002669984,0.011105247,0.011396118,1.005698059,0.001840372,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,31,5.670000000,0.319616685,1.557751754,216.000000000,180.845018179,0.178518619,0.013379754,0.011178618,0.011105247,1.005552623,0.012539012,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,32,5.840000000,0.329199549,1.478734296,208.000000000,178.820535873,0.185962158,-0.019399023,0.010223067,0.011178618,1.005589309,-0.020275058,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,33,6.010000000,0.338782413,1.405981689,212.000000000,176.885797480,0.193400005,0.004275582,0.010042840,0.010223067,1.005111533,0.003447560,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,34,6.190000000,0.348928974,1.337680054,213.000000000,175.100483723,0.200959991,0.012810934,0.010124254,0.010042840,1.005021420,0.011971039,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,35,6.350000000,0.357948140,1.280637085,216.000000000,173.526495239,0.207754974,0.030184867,0.010697415,0.010124254,1.005062127,0.029314471,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,36,6.640000000,0.374295378,1.182586438,210.000000000,170.516489232,0.220610404,0.008924463,0.010648166,0.010697415,1.005348707,0.007958217,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,37,8.820000000,0.497181511,0.710358432,210.000000000,152.313696528,0.316327882,0.046319392,0.011612253,0.010648166,1.005324083,0.045040774,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,38,11.070000000,0.624013529,0.477393695,210.000000000,139.887221897,0.406689585,0.065031859,0.013018032,0.011612253,1.005806127,0.063354650,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,39,13.320000000,0.750845547,0.342788699,206.000000000,130.026315413,0.491540267,0.060329991,0.014231160,0.013018032,1.006509016,0.058187228,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,40,15.490000000,0.873167982,0.257164766,206.000000000,121.449949156,0.571283023,0.076481434,0.015787416,0.014231160,1.007115580,0.073897711,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC3521,,things_table3_predeclared_expansion_candidate,41,17.740000000,1.000000000,0.192483003,206.000000000,112.444675730,0.656562641,0.100670082,0.017857725,0.015787416,1.007893708,0.097546371,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,1,0.190000000,0.009313725,54.519538775,153.000000000,195.847838461,0.006543310,-0.253422098,-0.253422098,0.000000000,1.000000000,-0.253422098,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,2,0.560000000,0.027450980,10.534561761,130.000000000,147.797860032,0.032647122,-0.160436606,-0.206929352,-0.253422098,0.873288951,-0.156422593,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,3,0.940000000,0.046078431,4.995325093,128.000000000,131.859583914,0.065691907,-0.093331601,-0.169063435,-0.206929352,0.896535324,-0.086933355,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,4,1.220000000,0.059803922,3.578820300,134.000000000,127.149822139,0.088706940,-0.032516992,-0.134926824,-0.169063435,0.915468283,-0.025605589,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,5,1.590000000,0.077941176,2.717201914,129.000000000,126.481035851,0.112812685,-0.087170739,-0.125375607,-0.134926824,0.932536588,-0.080308062,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,6,1.960000000,0.096078431,2.195579222,131.000000000,126.231716379,0.135116088,-0.089656840,-0.119422479,-0.125375607,0.937312196,-0.082166953,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,7,2.340000000,0.114705882,1.934260397,138.000000000,129.458715697,0.150022943,-0.075890240,-0.113203588,-0.119422479,0.940288760,-0.068070286,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,8,2.710000000,0.132843137,1.841607882,139.000000000,135.940581579,0.156143163,-0.122833563,-0.114407335,-0.113203588,0.943398206,-0.115159828,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,9,2.990000000,0.146568627,1.690519194,143.000000000,136.808015372,0.167291455,-0.110420035,-0.113964301,-0.114407335,0.942796333,-0.102188048,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,10,3.370000000,0.165196078,1.555252102,146.000000000,139.309663950,0.178744764,-0.117542745,-0.114322146,-0.113964301,0.943017849,-0.108864428,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,11,3.740000000,0.183333333,1.426120717,154.000000000,140.533493090,0.191280815,-0.083522286,-0.111522159,-0.114322146,0.942838927,-0.074301704,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,12,4.120000000,0.201960784,1.319012728,161.000000000,141.853154107,0.203132888,-0.058316927,-0.107088389,-0.111522159,0.944238921,-0.048857818,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,13,4.400000000,0.215686275,1.267593234,167.000000000,143.708411897,0.209375643,-0.039896746,-0.101919801,-0.107088389,0.946455805,-0.030583564,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,14,4.770000000,0.233823529,1.214806673,173.000000000,146.480114077,0.216208862,-0.029336615,-0.096735288,-0.101919801,0.949040099,-0.020236045,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,15,5.150000000,0.252450980,1.169537115,176.000000000,149.340126389,0.222446085,-0.036596276,-0.092726020,-0.096735288,0.951632356,-0.027755951,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,16,5.520000000,0.270588235,1.153403978,178.000000000,153.541633605,0.224759622,-0.054932807,-0.090363945,-0.092726020,0.953636990,-0.046388178,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,17,5.890000000,0.288725490,1.083933020,180.000000000,153.753413458,0.235317914,-0.053721614,-0.088208513,-0.090363945,0.954818028,-0.045077567,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,18,6.170000000,0.302450980,1.004725929,179.000000000,151.506854861,0.248685322,-0.055336320,-0.086382280,-0.088208513,0.955895743,-0.046513813,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,19,6.550000000,0.321078431,0.941200419,180.000000000,151.087175233,0.260606063,-0.056492747,-0.084809147,-0.086382280,0.956808860,-0.047523707,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,20,6.920000000,0.339215686,0.898704784,181.000000000,151.749570181,0.269270151,-0.062176617,-0.083677521,-0.084809147,0.957595426,-0.053139963,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,21,7.300000000,0.357843137,0.833228877,179.000000000,150.075390488,0.283869266,-0.073630347,-0.083199084,-0.083677521,0.958161240,-0.064336556,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,22,7.580000000,0.371568627,0.778739390,179.000000000,147.841571285,0.297354146,-0.069082349,-0.082557414,-0.083199084,0.958400458,-0.059501969,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,23,7.950000000,0.389705882,0.709316277,179.000000000,144.500524324,0.316636998,-0.060978087,-0.081619182,-0.082557414,0.958721293,-0.051001401,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,24,8.330000000,0.408333333,0.647772791,178.000000000,141.351280610,0.336110338,-0.059227254,-0.080686185,-0.081619182,0.959190409,-0.048908182,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,25,8.700000000,0.426470588,0.609578991,177.000000000,140.133031509,0.349545380,-0.066210244,-0.080107148,-0.080686185,0.959656907,-0.055706014,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,26,9.080000000,0.445098039,0.574466052,176.000000000,138.976382994,0.362962971,-0.073481002,-0.079852296,-0.080107148,0.959946426,-0.062757267,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,27,9.360000000,0.458823529,0.547456174,173.000000000,137.745842333,0.374070698,-0.089896317,-0.080224297,-0.079852296,0.960073852,-0.078967503,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,28,9.730000000,0.476960784,0.510516228,172.000000000,135.621046597,0.390522355,-0.092049569,-0.080646628,-0.080224297,0.959887852,-0.080720306,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,29,10.100000000,0.495098039,0.478236845,172.000000000,133.735928979,0.406259724,-0.089306202,-0.080945234,-0.080646628,0.959676686,-0.077588663,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,30,10.480000000,0.513725490,0.447126426,170.000000000,131.723028093,0.422817735,-0.097542235,-0.081498467,-0.080945234,0.959527383,-0.085442104,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,31,10.760000000,0.527450980,0.425927324,171.000000000,130.268610839,0.434991206,-0.089093720,-0.081743475,-0.081498467,0.959250766,-0.076664414,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,32,11.130000000,0.545588235,0.398668892,174.000000000,128.179818497,0.451852216,-0.067218942,-0.081289584,-0.081743475,0.959128262,-0.054417054,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,33,11.510000000,0.564215686,0.374985889,174.000000000,126.418612751,0.467751726,-0.064275217,-0.080773997,-0.081289584,0.959355208,-0.051237675,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,34,11.880000000,0.582352941,0.353993084,175.000000000,124.787620900,0.482952949,-0.055862621,-0.080041309,-0.080773997,0.959613002,-0.042622532,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,35,12.260000000,0.600980392,0.335041480,174.000000000,123.327639765,0.497686787,-0.059711028,-0.079460444,-0.080041309,0.959979345,-0.046322795,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,36,12.540000000,0.614705882,0.322477048,173.000000000,122.366931195,0.508042744,-0.064545183,-0.079046131,-0.079460444,0.960269778,-0.051070133,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,37,12.910000000,0.632843137,0.307067182,173.000000000,121.156220930,0.521450840,-0.063453580,-0.078624711,-0.079046131,0.960476934,-0.049815154,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,38,13.290000000,0.651470588,0.293287765,173.000000000,120.136606120,0.534163914,-0.063323437,-0.078222046,-0.078624711,0.960687644,-0.049541152,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,39,13.660000000,0.669607843,0.281274186,175.000000000,119.276856221,0.545860935,-0.052242334,-0.077555899,-0.078222046,0.960888977,-0.038335538,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,40,14.030000000,0.687745098,0.269519379,174.000000000,118.328600938,0.557911214,-0.057756167,-0.077060906,-0.077555899,0.961222050,-0.043771880,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,41,14.310000000,0.701470588,0.261265101,171.000000000,117.659341406,0.566760579,-0.075140118,-0.077014058,-0.077060906,0.961469547,-0.061104050,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,42,14.690000000,0.720098039,0.247213385,167.000000000,115.961222182,0.582629465,-0.094349713,-0.077426811,-0.077014058,0.961492971,-0.080072290,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,43,15.060000000,0.738235294,0.233236603,165.000000000,114.045127603,0.599523831,-0.100354732,-0.077960019,-0.077426811,0.961286594,-0.085738103,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,44,15.440000000,0.756862745,0.221278374,163.000000000,112.475784149,0.614963490,-0.108300095,-0.078649566,-0.077960019,0.961019991,-0.093345597,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,45,15.720000000,0.770588235,0.213892522,162.000000000,111.580927447,0.625000961,-0.112662206,-0.079405402,-0.078649566,0.960675217,-0.097421727,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,46,16.090000000,0.788725490,0.190718788,161.000000000,106.595938243,0.659344464,-0.094063666,-0.079724060,-0.079405402,0.960297299,-0.078161939,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,47,16.470000000,0.807352941,0.181844671,159.000000000,105.308392733,0.673804408,-0.103088041,-0.080221166,-0.079724060,0.960137970,-0.086911093,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,48,16.840000000,0.825490196,0.173890956,158.000000000,104.129896620,0.687474252,-0.106276978,-0.080763996,-0.080221166,0.959889417,-0.089801006,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,49,17.210000000,0.843627451,0.166397242,157.000000000,102.974428962,0.701026936,-0.109467038,-0.081349772,-0.080763996,0.959618002,-0.092684778,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,50,17.500000000,0.857843137,0.160794218,157.000000000,102.075175337,0.711624355,-0.106906584,-0.081860908,-0.081349772,0.959325114,-0.089850984,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,51,17.870000000,0.875980392,0.154118061,157.000000000,100.984551393,0.724814211,-0.103841084,-0.082291892,-0.081860908,0.959069546,-0.086491345,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,52,18.240000000,0.894117647,0.147929141,160.000000000,99.955151043,0.737633330,-0.082071813,-0.082287660,-0.082291892,0.958854054,-0.064450828,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,53,18.620000000,0.912745098,0.141944772,159.000000000,98.927135711,0.750617991,-0.085448237,-0.082347293,-0.082287660,0.958856170,-0.067649404,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,54,18.900000000,0.926470588,0.137724063,160.000000000,98.175181029,0.760151869,-0.076979724,-0.082247894,-0.082347293,0.958826353,-0.059038185,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,55,19.270000000,0.944607843,0.132671942,158.000000000,97.296293352,0.772003870,-0.087276896,-0.082339330,-0.082247894,0.958876053,-0.069198103,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,56,19.650000000,0.963235294,0.127948987,155.000000000,96.486287886,0.783548843,-0.104580898,-0.082736501,-0.082339330,0.958830335,-0.086328674,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,57,20.020000000,0.981372549,0.122679907,157.000000000,95.364042385,0.797002306,-0.087575679,-0.082821399,-0.082736501,0.958631749,-0.069057724,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC6946,,things_table3_predeclared_expansion_candidate,58,20.400000000,1.000000000,0.117725107,154.000000000,94.300832552,0.810251437,-0.103003167,-0.083169361,-0.082821399,0.958589300,-0.084294203,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,1,0.110000000,0.013977128,0.911245635,9.100000000,19.265485979,0.266651273,-0.986417415,-0.986417415,0.000000000,1.000000000,-0.986417415,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,2,0.140000000,0.017789072,0.863680316,17.600000000,21.159549853,0.276878081,-0.428610531,-0.707513973,-0.986417415,0.506791292,-0.315500830,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,3,0.170000000,0.021601017,0.830392026,19.300000000,22.862932883,0.284539513,-0.419812150,-0.611613365,-0.707513973,0.646243013,-0.338210444,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,4,0.210000000,0.026683609,0.816386640,24.800000000,25.195529365,0.287897896,-0.268834271,-0.525918592,-0.611613365,0.694193317,-0.198025132,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,5,0.240000000,0.030495553,0.812206581,30.000000000,26.866108762,0.288916477,-0.143470138,-0.449428901,-0.525918592,0.737040704,-0.082718019,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,6,0.280000000,0.035578145,0.798460935,35.000000000,28.772112366,0.292320180,-0.060497728,-0.384607039,-0.449428901,0.775285549,-0.008330421,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,7,0.320000000,0.040660737,0.788439825,38.300000000,30.565053574,0.294855417,-0.032806462,-0.334349813,-0.384607039,0.807696481,0.011971276,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,8,0.350000000,0.044472681,0.783778536,42.700000000,31.871066816,0.296050560,0.033178709,-0.288408748,-0.334349813,0.832825093,0.072113897,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,9,0.390000000,0.049555273,0.776896542,47.000000000,33.494985446,0.297833909,0.078055211,-0.247690530,-0.288408748,0.855795626,0.111707962,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,10,0.420000000,0.053367217,0.769959294,49.800000000,34.603850219,0.299654705,0.101951413,-0.212726336,-0.247690530,0.876154735,0.130921386,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,11,0.460000000,0.058449809,0.765157912,52.200000000,36.101092781,0.300928752,0.105680925,-0.183780221,-0.212726336,0.893636832,0.130592413,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,12,0.490000000,0.062261753,0.764299711,53.400000000,37.238809057,0.301157684,0.097204880,-0.160364796,-0.183780221,0.908109889,0.118702610,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,13,0.530000000,0.067344346,0.767127159,54.600000000,38.800516749,0.300404829,0.078924695,-0.141957912,-0.160364796,0.919817602,0.097621223,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,14,0.560000000,0.071156290,0.764573548,55.500000000,39.817092435,0.301084596,0.068888521,-0.126897453,-0.141957912,0.929021044,0.085450185,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,15,0.600000000,0.076238882,0.748136307,55.900000000,40.769171564,0.305539323,0.049021953,-0.115169492,-0.126897453,0.936551274,0.063982403,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,16,0.630000000,0.080050826,0.736635541,58.300000000,41.453624088,0.308740201,0.071961787,-0.103473787,-0.115169492,0.942415254,0.085639513,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,17,0.660000000,0.083862770,0.729005506,59.300000000,42.208825499,0.310903339,0.069263501,-0.093312771,-0.103473787,0.948263106,0.081609699,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,18,0.700000000,0.088945362,0.722266037,59.500000000,43.267670379,0.312840944,0.046377150,-0.085552219,-0.093312771,0.953343615,0.057557311,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,19,0.870000000,0.110546379,0.681077845,59.100000000,46.840756292,0.325264979,-0.049135184,-0.083635533,-0.085552219,0.957223890,-0.038580976,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,20,1.050000000,0.133418043,0.627899148,62.600000000,49.408934921,0.342959772,-0.058241962,-0.082365855,-0.083635533,0.958182233,-0.047505273,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,21,1.220000000,0.155019060,0.585905402,65.600000000,51.446941600,0.358470867,-0.063335025,-0.081459625,-0.082365855,0.958817073,-0.052408268,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,22,1.400000000,0.177890724,0.558658989,70.700000000,53.814995587,0.369375069,-0.041461066,-0.079641508,-0.081459625,0.959270188,-0.030413814,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,23,1.570000000,0.199491741,0.548623716,73.900000000,56.474580122,0.373575270,-0.048494826,-0.078287305,-0.079641508,0.960179246,-0.037605586,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,24,1.750000000,0.222363405,0.543568217,78.500000000,59.348800746,0.375730857,-0.039318412,-0.076663601,-0.078287305,0.960856348,-0.028570191,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,25,1.920000000,0.243964422,0.557839355,82.400000000,62.975421793,0.369714271,-0.045761240,-0.075427507,-0.076663601,0.961668199,-0.035360794,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,26,2.100000000,0.266836086,0.570685260,87.100000000,66.615282030,0.364474593,-0.042646568,-0.074166701,-0.075427507,0.962286247,-0.032521491,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,27,2.270000000,0.288437103,0.573752277,89.600000000,69.445008460,0.363247309,-0.055049455,-0.073458655,-0.074166701,0.962916649,-0.045119180,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,28,2.450000000,0.311308767,0.542363291,94.900000000,70.144573917,0.376248625,-0.017096158,-0.071445709,-0.073458655,0.963270672,-0.007004079,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,29,2.620000000,0.332909784,0.508668048,98.100000000,70.247968654,0.391387253,0.003654701,-0.068856039,-0.071445709,0.964277146,0.013754112,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,30,2.790000000,0.354510801,0.488032569,99.300000000,71.005567035,0.401338066,-0.002040253,-0.066628847,-0.068856039,0.965571980,0.007868737,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,31,2.970000000,0.377382465,0.469996690,98.600000000,71.893813364,0.410504319,-0.028066268,-0.065384892,-0.066628847,0.966685577,-0.018323339,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
NGC7793,,things_table3_predeclared_expansion_candidate,32,3.160000000,0.401524778,0.448816417,101.000000000,72.467587582,0.421879790,-0.019998669,-0.063966573,-0.065384892,0.967307554,-0.010251283,yu2022_alfalfa_expanded_scoring_no_af_ac_directional_readout
